OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
21600,1915,CA,USF,ANF, ,00000000,,,14,,1,154.0081," S Imsand,Tujunga, 3N 15W-27, Sylmar SW of Vet.Hospital-AFA 1911-1920 Trans map*",,,00000000,,1910,915999.16796875,3653.83188787996
21601,1915,CA,USF,STF, ,,,,14,8,1,218.9312,20090305,,,00000044,,1910,1434720.2109375,4992.33554561193
21602,1915,CA,USF,STF, ,,,,14,8,1,204.8163,20090305,,,00000051,,1910,1340851.22265625,4439.14319727481
21603,1915,CA,USF,STF, ,,,,14,8,1,380.1712,20090305,,,00000064,,1910,2486534.421875,6685.12835344665
21604,1915,CA,USF,STF, ,,,,14,8,1,298.0512,20090305,,,00000296,,1910,1949159.546875,5435.31720222144
21605,1915,CA,USF,STF, ,,,,14,8,1,190.0647,20090305,,,00000569,,1910,1230029.85546875,5786.72349143134
21606,1914,CA,USF,CNF, ,00000000,,,14,,1,18754.99,,,,00000005,,1910,110166749.1875,50158.7765317105
21607,1914,CA,USF,MDF, ,00000000,,,1,,1,22.56877,,,,00000013,,1910,162145.8828125,1641.84135188188
21608,1914,CA,USF,MDF, ,00000000,,,1,,1,76.33097,,,,00000033,,1910,542608.91015625,3010.3608468762
21609,1914,CA,USF,MDF,JUNIPER SP.,00000000,1914/09/26 00:00:00+00,,1,,1,12.50794,,,,00000049,,1910,91550.34375,1101.25800124204
21610,1914,CA,USF,MDF,MT.BIDWELL2,00000000,1914/08/14 00:00:00+00,,9,,1,35.08163,,,,00000039,,1910,256733.8359375,2036.02396925598
21611,1914,CA,USF,MDF,MT.BIDWELL1,00000000,1914/08/10 00:00:00+00,,9,,1,19.08558,,,,00000038,,1910,139656.12890625,1414.26685128152
21612,1914,CA,USF,MDF,DRY CR. BASI,00000000,1914/09/28 00:00:00+00,,9,,1,1.122252,,,,00000048,,1910,8104.0546875,403.70844083142
21613,1914,CA,USF,SRF,N/A,00000000,1914/03/20 00:00:00+00,,4,,1,29.86984,,,,00000014,,1910,217821.0390625,1656.56352045082
21614,1914,CA,USF,SRF,N/A,00000000,1914/07/04 00:00:00+00,,4,,1,4.978342,,,,00000019,,1910,36319.96875,676.442635002031
21615,1914,CA,USF,SRF,IKES CREEK,00000000,1914/08/25 00:00:00+00,,8,,1,3.983144,,,,00200030,,1910,28637.77734375,600.65903488309
21616,1914,CA,USF,SRF, ,00000000,1914/07/22 00:00:00+00,,9,,1,9.957799,,,,00301014,,1910,70645.7109375,943.411667881877
21617,1914,CA,USF,SRF, ,00000000,1914/11/10 00:00:00+00,,14,,1,24.89403,,,,00301016,,1910,175968.13671875,1488.93373997609
21618,1914,CA,USF,SRF, ,00000000,1914/08/14 00:00:00+00,,14,,1,14.93665,,,,00400734,,1910,103477.859375,1141.77924357933
21619,1914,CA,USF,SRF, ,00000000,1914/11/22 00:00:00+00,,14,,1,8.962165,,,,00400771,,1910,62178.66796875,885.073078716081
21620,1914,CA,USF,SRF, ,00000000,1914/11/22 00:00:00+00,,14,,1,6.970591,,,,00400772,,1910,48361.296875,780.562066348059
21621,1914,CA,USF,SRF, ,00000000,1914/11/22 00:00:00+00,,14,,1,2.987355,,,,00400774,,1910,20726.00390625,510.994377108412
21622,1914,CA,USF,SRF, ,00000000,1914/08/07 00:00:00+00,,14,,1,2.987371,,,,00400781,,1910,20786.890625,511.744451407217
21623,1914,CA,USF,SRF, ,00000000,1914/08/21 00:00:00+00,,14,,1,6.970737,,,,00400859,,1910,48338.859375,780.380942715601
21624,1914,CA,USF,KNF, ,00000000,,,14,,1,113.3037,,,,00000000,,1910,818473.328125,3631.09802916466
21625,1914,CA,USF,TNF, ,00000000,,,14,,1,109.8013, ,,,00000002,,1910,745989.453125,3938.08269316449
21626,1914,CA,USF,BDF, ,00000000,,,14,,1,31.62511,,,,00000000,,1910,186511.0234375,1817.04931648039
21627,1914,CA,USF,BDF, ,00000000,,,14,,1,66.59819,,,,00000000,,1910,392737.1328125,2623.13727710949
21628,1914,CA,USF,BDF, ,00000000,,,14,,1,361.62,,,,00000000,,1910,2131343.3203125,5533.58544820387
21629,1914,CA,USF,BDF, ,00000000,,,14,,1,621.756,,,,00000000,,1910,3664245.83203125,7295.58388332401
21630,1914,CA,USF,LPF, ,00000000,,,14,,1,247.1482,,,,00000201,,1910,1496755.625,4749.36995212251
21631,1914,CA,USF,LPF, ,00000000,,,14,,1,2383.928,,,,00000200,,1910,14756252.4414062,20613.0698790615
21632,1914,CA,USF,CNF, ,00000000,,,14,,1,2694.229,,,,00000004,,1910,15742308.3164062,19100.2469366461
21633,1914,CA,USF,CNF, ,00000000,,,14,,1,56.70692,,,,00000065,,1910,329784.359375,2821.94485129398
21634,1914,CA,USF,CNF, ,00000000,,,9,,1,90.37506,,,,00000066,,1910,525470.03125,3484.57744514514
21635,1914,CA,USF,CNF, ,00000000,,,9,,1,151.6843,,,,00000064,,1910,881667.953125,5331.47937974617
21636,1914,CA,USF,CNF, ,00000000,,,9,,1,93.01076,,,,00000072,,1910,537065.87890625,3460.55842606504
21637,1914,CA,USF,CNF, ,00000000,,,1,,1,273.9333,,,,00000067,,1910,1581191.9140625,5785.33140929066
21638,1914,CA,USF,CNF, ,00000000,,,9,,1,229.6811,,,,00000075,,1910,1319508.1953125,7106.45099128711
21639,1914,CA,USF,CNF, ,00000000,,,9,,1,188.0005,,,,00000070,,1910,1079380.99609375,9298.4880340091
21640,1914,CA,USF,CNF, ,00000000,,,9,,1,85.60546,,,,00000073,,1910,490576.0390625,3609.97113688999
21641,1914,CA,USF,CNF, ,00000000,,,9,,1,114.644,,,,00000074,,1910,656667.9921875,5563.51586819968
21642,1914,CA,USF,BDF, ,00000000,,,14,,1,100.8628,,,,00000000,,1910,595289.2421875,3190.68929434185
21643,1914,CA,USF,BDF, ,00000000,,,14,,1,3951.983,,,,00000000,,1910,23203791.6875,24528.9127406534
21644,1914,CA,USF,BDF, ,00000000,,,14,,1,145.4944,,,,00000000,,1910,860777.859375,3671.62664468703
21645,1914,CA,USF,BDF, ,00000000,,,14,,1,74.12689,,,,00000000,,1910,438480.390625,3005.11352302284
21646,1914,CA,USF,BDF, ,00000000,,,14,,1,34.71831,,,,00000000,,1910,205279.14453125,1738.14449548526
21647,1914,CA,USF,BDF, ,00000000,,,14,,1,72.53403,,,,00000000,,1910,431879.87890625,2599.60375428543
21648,1914,CA,USF,BDF, ,00000000,,,14,,1,136.9356,,,,00000000,,1910,813722.78125,3555.06397587318
21649,1914,CA,USF,BDF, ,00000000,,,14,,1,72.65955,,,,00000000,,1910,431723.6796875,2464.84851174596
21650,1914,CA,USF,BDF, ,00000000,,,14,,1,57.43073,,,,00000000,,1910,341227.12890625,2185.17984518424
21651,1914,CA,USF,BDF, ,00000000,,,14,,1,439.0279,,,,00000000,,1910,2607698.4140625,6051.75248116506
21652,1914,CA,USF,BDF, ,00000000,,,14,,1,32.46133,,,,00000000,,1910,192795.3359375,1906.33007150035
21653,1914,CA,USF,BDF, ,00000000,,,14,,1,39.47439,,,,00000000,,1910,234441.05078125,1944.4174349316
21654,1914,CA,USF,BDF, ,00000000,,,14,,1,50.7453,,,,00000000,,1910,300761.05078125,2210.22864673337
21655,1914,CA,USF,PNF, ,00000000,,,14,,1,514.6414,,,,00000001,,1910,3525172.5390625,7700.10072630272
21656,1914,CA,USF,BDF, ,00000000,,,14,,1,632.4794,,,,00000000,,1910,3726120.48828125,7884.00629679426
21657,1914,CA,USF,BDF, ,00000000,,,14,,1,952.1619,,,,00000000,,1910,5607773.65234375,9784.27656528153
21658,1914,CA,USF,BDF, ,00000000,,,14,,1,157.3996,,,,00000000,,1910,926221.0546875,4575.13772139111
21659,1914,CA,CCO,LAC, ,00000000,,,14,,1,1710.598,,,,00000000,,1910,10139522.4960938,13090.3676173735
21660,1914,CA,USF,LPF, ,00000000,,,14,,1,119.7216,,,,00000210,,1910,713960.890625,3408.50242292453
21661,1914,CA,USF,LPF, ,00000000,,,14,,1,201.2675,,,,00000211,,1910,1199914.64453125,4003.68766441393
21662,1914,CA,USF,LPF, ,00000000,,,14,,1,189.3327,,,,00000212,,1910,1128654.703125,4670.16842519672
21663,1914,CA,USF,BDF, ,00000000,,,14,,1,45.35762,,,,00000000,,1910,268636.2109375,1957.72890473226
21664,1914,CA,USF,LPF, ,00000000,,,14,,1,442.4987,,,,00000016,,1910,2702664.8125,6001.7906496861
21665,1914,CA,USF,KNF, ,00000000,,,14,,1,114.8681,,,,00000152,,1910,833453.71875,3366.34164878238
21666,1914,CA,USF,SQF, ,00000000,,,9,,1,16.9194,,,,00000057,,1910,107112.21484375,1327.49130020941
21667,1914,CA,USF,SQF, ,00000000,,,9,,1,116.4767,,,,00000020,,1910,735846.49609375,3494.07364314092
21668,1914,CA,USF,SQF, ,00000000,,,9,,1,64.30424,,,,00000053,,1910,401135.74609375,2989.42424116094
21669,1914,CA,USF,SQF, ,00000000,,,9,,1,361.8946,,,,00000039,,1910,2248795.875,9349.91263625329
21670,1914,CA,USF,SQF, ,00000000,,,9,,1,138.8246,,,,00000082,,1910,860713.46875,6777.50664694795
21671,1914,CA,USF,SQF, ,00000000,,,1,,1,19.89346,,,,00000064,,1910,123245.2421875,1446.57815894699
21672,1914,CA,USF,SQF, ,00000000,,,9,,1,860.9345,,,,00000046,,1910,5283206.7734375,10135.134705402
21673,1914,CA,USF,SQF, ,00000000,,,1,,1,12.96243,,,,00000075,,1910,79837.24609375,1164.42358978989
21674,1914,CA,USF,SQF, ,00000000,,,1,,1,197.1106,,,,00000023,,1910,1247606.34765625,5062.59621565567
21675,1914,CA,USF,SQF, ,00000000,,,9,,1,7.807741,,,,00000061,,1910,48127.79296875,859.442876171085
21676,1914,CA,USF,CNF, ,00000000,,,14,,1,141.1996,,,,00000077,,1910,821558.0546875,3892.74575886701
21677,1914,CA,USF,CNF, ,00000000,,,1,,1,270.8372,,,,00000068,,1910,1572868.18359375,5543.54888381448
21678,1914,CA,USF,CNF, ,00000000,,,14,,1,61.80046,,,,00000071,,1910,357658.8671875,2625.22082634112
21679,1914,CA,USF,CNF, ,00000000,,,9,,1,69.49715,,,,00000063,,1910,402130.83203125,2604.12192876847
21680,1914,CA,USF,CNF, ,00000000,,,14,,1,180.6853,,,,00000069,,1910,1044043.1015625,4889.10987586356
21681,1914,CA,USF,CNF, ,00000000,,,9,,1,1146.239,,,,00000076,,1910,6560202.03125,17974.1139402525
21682,1914,CA,USF,LPF, ,00000000,,,14,,1,2547.206,,,,00000080,,1910,15352827.1914062,14641.3184173044
21683,1914,CA,USF,LPF, ,00000000,,,14,,1,127.0478,,,,00000205,,1910,765852.546875,3312.86427556199
21684,1914,CA,USF,LPF, ,00000000,,,14,,1,81.61018,,,,00000079,,1910,491826.25390625,2625.56996791549
21685,1914,CA,USF,LPF, ,00000000,,,14,,1,157.0615,,,,00000999,,1910,957616.10546875,3734.46168002038
21686,1914,CA,USF,LPF, ,00000000,,,14,,1,1349.007,,,,00000999,,1910,8336852.5703125,14274.7299085247
21687,1914,CA,USF,LPF, ,00000000,,,14,,1,40.81314,,,,00000998,,1910,245265.1171875,1825.94122182869
21688,1914,CA,USF,ANF, ,00000000,,,14,,1,1503.666,"S.Imsand,Saugus,5N15W-6,NofSan Francisquito powerhouse-AFA 1911-30 Saugus+T map*",,,00000000,,1910,8993042.3046875,13759.4547046508
21689,1914,CA,USF,TNF, ,00000000,,,9,,1,749.3329, ,,,00000001,,1910,5117285.3359375,13806.7311141152
21690,1914,CA,USF,LPF, ,00000000,,,14,,1,571.2242,,,,00000203,,1910,3451142.56640625,6868.37072068968
21691,1914,CA,USF,LPF, ,00000000,,,14,,1,335.4915,,,,00000206,,1910,2016041.9453125,5313.77511365337
21692,1914,CA,USF,LPF, ,00000000,,,14,,1,18089.28,,,,00000204,,1910,109196451.507812,40073.2180987492
21693,1914,CA,USF,STF, ,,,,14,8,1,258.5957,20090305,,,00000132,,1910,1681741.72265625,6542.07815624923
21694,1914,CA,USF,STF, ,,,,14,8,1,2913.188,20090305,,,00000180,,1910,18912631.3359375,18547.7027969173
21695,1914,CA,USF,STF, ,,,,14,8,1,238.9032,20090305,,,00000249,,1910,1546913.51171875,4822.62156077763
21696,1914,CA,USF,STF, ,,,,14,8,1,186.244,20090305,,,00000260,,1910,1204971.546875,4628.50120358069
21697,1914,CA,USF,STF, ,,,,14,8,1,1248.402,20090305,,,00000143,,1910,8116640.03515625,12636.5135066612
21698,1914,CA,USF,LPF, ,00000000,,,14,,1,121.0157,,,,00000997,,1910,722319.26953125,3045.98747657236
21699,1914,CA,USF,LPF, ,00000000,,,14,,1,59.96819,,,,00000207,,1910,357886.68359375,2302.43041569466
21700,1914,CA,USF,LPF, ,00000000,,,14,,1,98.64935,,,,00000208,,1910,588495.76953125,2786.28917599296
21701,1914,CA,USF,LPF, ,00000000,,,14,,1,95.70094,,,,00000209,,1910,570885.03125,2809.88721225728
21702,1914,CA,USF,ANF, ,00000000,,,14,,1,144.0361,"S.Imsand,Saugus,5N15W-10, W Bouquet,3mi.N Texas jn- AFA 1911-1930 Saugus map 1:*",,,00000000,,1910,860881.81640625,3676.81255362213
21703,1914,CA,USF,ANF, ,00000000,,,14,,1,153.7111,"S.Imsand,Saugus,8N16W-33, SE 3Pts-AFA 1911-30 Saugus+T map 1:256400",,,00000000,,1910,923172.69921875,3518.66795536332
21704,1914,CA,USF,ANF, ,00000000,,,14,,1,108.8059,"S.Imsand,Saugus,7N16W-5, OakFlat area SW of 3Pts-AFA 1911-30 Saugus+T map 1:256*",,,00000000,,1910,653331.94140625,3039.78732648748
21705,1914,CA,USF,ANF, ,00000000,,,14,,1,170.063,"S.Imsand,Saugus,4N14W-10,11,NE Soledad jn Agua Dulce Rd-AFA 1911-1930 Saugus ma*",,,00000000,,1910,1014476.63671875,3651.38545489861
21706,1914,CA,USF,ANF, ,00000000,,,14,,1,181.547," S Imsand,Saugus, 5N 16W-35,36; bet.Dry & Haskell Cyns-AFA 1911-1920 Trans map *",,,00000000,,1910,1083698.32421875,4141.93149276566
21707,1914,CA,USF,ANF, ,00000000,,,14,,1,91.71175," S Imsand,Saugus, 5N 15W-28, Bouquet jn Texas-AFA 1911-1920 Trans map 1:260100",,,00000000,,1910,547698.5078125,2911.01699045044
21708,1914,CA,USF,ANF, ,00000000,,,14,,1,105.0092," S Imsand,Tujunga, 3N 15W-19, SE San Fernando Pass-AFA 1911-1920 Trans map 1:26*",,,00000000,,1910,624698.515625,3008.15443692055
21709,1914,CA,USF,ANF, ,00000000,,,14,,1,728.7332," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",,,00000000,,1910,4318922.28515625,10636.0746442181
21710,1914,CA,USF,ANF, ,00000000,,,14,,1,293.2419," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",,,00000000,,1910,1737677.7734375,5295.01964909932
21711,1913,CA,USF,CNF, ,00000000,,,9,,1,99.04124,,,,00000050,,1910,567920.625,3066.7206618395
21712,1913,CA,USF,CNF, ,00000000,,,9,,1,69.89281,,,,00000051,,1910,400603.1484375,2540.57118209512
21713,1913,CA,USF,CNF, ,00000000,,,9,,1,1546.657,,,,00000047,,1910,8923179.33984375,13328.7646741565
21714,1913,CA,USF,CNF, ,00000000,,,14,,1,449.1505,,,,00000003,,1910,2632715.24609375,7381.11739031892
21715,1913,CA,USF,SRF,N/A,00000000,1913/01/31 00:00:00+00,,14,,1,4.978222,,,,00000011,,1910,36011.359375,673.562863910194
21716,1913,CA,USF,SRF,N/A,00000000,1913/02/01 00:00:00+00,,14,,1,4.978344,,,,00000012,,1910,36335.9375,676.595290573155
21717,1913,CA,USF,SRF,N/A,00000000,1913/08/20 00:00:00+00,,14,,1,19.91298,,,,00000013,,1910,145158.09375,1352.31843902854
21718,1913,CA,USF,SRF, ,00000000,1913/10/27 00:00:00+00,,9,,1,7.966448,,,,00301009,,1910,56164.1328125,841.177594064626
21719,1913,CA,USF,SRF, ,00000000,1913/10/30 00:00:00+00,,14,,1,4.978768,,,,00301010,,1910,35414.99609375,667.961098369835
21720,1913,CA,USF,SRF, ,00000000,1913/10/30 00:00:00+00,,14,,1,6.970577,,,,00400747,,1910,48220.30859375,779.423330565948
21721,1913,CA,USF,SRF, ,00000000,1913/08/03 00:00:00+00,,14,,1,5.476955,,,,00400794,,1910,38147.4296875,693.25186680745
21722,1913,CA,USF,SRF, ,00000000,1913/07/07 00:00:00+00,,14,,1,2.987347,,,,00400822,,1910,20847.8984375,512.494914061505
21723,1913,CA,USF,SRF, ,00000000,1913/10/27 00:00:00+00,,14,,1,278.8156,,,,00400830,,1910,1952489.96484375,4959.67169727406
21724,1913,CA,USF,SRF, ,00000000,1913/10/25 00:00:00+00,,14,,1,64.72431,,,,00400834,,1910,452582.5859375,2387.8514901354
21725,1913,CA,USF,TNF, ,00000000,,,14,,1,145.0696, ,,,00000001,,1910,984333.57421875,4337.80094139397
21726,1913,CA,USF,TNF, ,00000000,,,14,,1,1272.731, ,,,00000003,,1910,8584976.67578125,15995.7346590992
21727,1913,CA,USF,LPF, ,00000000,,,14,,1,14878.05,,,,00000044,,1910,90356521.4179688,41143.1747104957
21728,1913,CA,USF,LPF, ,00000000,,,14,,1,341.9146,,,,00000200,,1910,2129563.83984375,5289.27328493469
21729,1913,CA,USF,LPF, ,00000000,,,14,,1,134.3744,,,,00000201,,1910,831194.68359375,3326.14565089594
21730,1913,CA,USF,LPF, ,00000000,,,14,,1,315.6449,,,,00000202,,1910,1951712.77734375,5106.19050208621
21731,1913,CA,USF,LPF, ,00000000,,,14,,1,14587.58,,,,00000998,,1910,90085674.8320312,50840.8895761798
21732,1913,CA,USF,CNF, ,00000000,,,14,,1,75.06886,,,,00000062,,1910,436798.36328125,2650.58706688221
21733,1913,CA,USF,CNF, ,00000000,,,1,,1,212.818,,,,00000053,,1910,1232951.078125,5316.68749820887
21734,1913,CA,USF,CNF, ,00000000,,,1,,1,107.7705,,,,00000054,,1910,623540,3604.81033786155
21735,1913,CA,USF,CNF, ,00000000,,,1,,1,1746.967,,,,00000052,,1910,10087097.96875,16024.6440701692
21736,1913,CA,USF,CNF, ,00000000,,,14,,1,205.0806,,,,00000002,,1910,1202246.19140625,4372.2099374309
21737,1913,CA,USF,BDF, ,00000000,,,14,,1,219.8606,,,,00000000,,1910,1308581.98046875,4236.27238020927
21738,1913,CA,USF,BDF, ,00000000,,,14,,1,51.03773,,,,00000000,,1910,303657.76953125,2147.35879547722
21739,1913,CA,USF,BDF, ,00000000,,,14,,1,39.31325,,,,00000000,,1910,233870.9921875,1820.35298239151
21740,1913,CA,USF,BDF, ,00000000,,,14,,1,182.7273,,,,00000000,,1910,1086898.484375,3816.76107140742
21741,1913,CA,USF,CNF, ,00000000,,,9,,1,402.7671,,,,00000061,,1910,2344769.8984375,11728.6969510685
21742,1913,CA,USF,CNF, ,00000000,,,9,,1,1008.26,,,,00000059,,1910,5823623.43359375,11648.9715318231
21743,1913,CA,USF,CNF, ,00000000,,,14,,1,62425.98,,,,00000057,,1910,360668418.640625,163406.05397322
21744,1913,CA,USF,CNF, ,00000000,,,9,,1,2248.473,,,,00000049,,1910,12966745.6601562,16723.8382583882
21745,1913,CA,USF,BDF, ,00000000,,,14,,1,85.50849,,,,00000000,,1910,508020.80078125,2756.88286582516
21746,1913,CA,USF,BDF, ,00000000,,,14,,1,48.40167,,,,00000000,,1910,287443.4140625,2220.60820480382
21747,1913,CA,USF,BDF, ,00000000,,,14,,1,171.1351,,,,00000000,,1910,1016128.203125,4207.40569905104
21748,1913,CA,USF,BDF, ,00000000,,,14,,1,3085.793,,,,00000000,,1910,18304903.078125,22925.7507425255
21749,1913,CA,USF,CNF, ,00000000,,,9,,1,100.8149,,,,00000048,,1910,578595.4375,3258.39378281618
21750,1913,CA,CCO,LAC, ,00000000,,,14,,1,166.1333,,,,00000000,,1910,992594.6640625,4132.73888851745
21751,1913,CA,CCO,LAC, ,00000000,,,14,,1,8355.295,,,,00000000,,1910,49867606.3320312,56600.3721267283
21752,1913,CA,CCO,LAC, ,00000000,,,14,,1,157.088,,,,00000000,,1910,938709.12890625,3646.13103815011
21753,1913,CA,CCO,LAC, ,00000000,,,14,,1,246.6926,,,,00000000,,1910,1474823.01171875,4764.40232872521
21754,1913,CA,CCO,LAC, ,00000000,,,14,,1,504.619,,,,00000000,,1910,3010338.60546875,6629.76497810065
21755,1913,CA,CCO,LAC, ,00000000,1913/08/03 00:00:00+00,,14,,1,180.2631,,,,00000000,,1910,1075020.80078125,4091.76626032443
21756,1913,CA,CCO,LAC, ,00000000,,,14,,1,323.0472,,,,00000000,,1910,1926422.109375,5099.84906344512
21757,1913,CA,CCO,LAC, ,00000000,,,14,,1,534.0189,,,,00000000,,1910,3190755.546875,6778.01018137889
21758,1913,CA,CCO,LAC, ,00000000,1913/06/04 00:00:00+00,,14,,1,185.5869,,,,00000000,,1910,1107666.40234375,4171.13552920375
21759,1913,CA,CCO,LAC, ,00000000,,,14,,1,225.0656,,,,00000000,,1910,1342707.984375,4362.03263946022
21760,1913,CA,CCO,LAC, ,00000000,,,14,,1,142.4418,,,,00000000,,1910,851262.18359375,3487.03402774417
21761,1913,CA,CCO,LAC, ,00000000,1913/06/30 00:00:00+00,,14,,1,527.0746,,,,00000000,,1910,3149111.5703125,8438.67791593121
21762,1913,CA,USF,LPF, ,00000000,,,14,,1,631.9448,,,,00000207,,1910,3766723.96875,9058.87141043771
21763,1913,CA,USF,LPF, ,00000000,,,14,,1,605.7559,,,,00000051,,1910,3698694.734375,7907.55332459236
21764,1913,CA,USF,LPF, ,00000000,,,14,,1,1120.866,,,,00000055,,1910,6838867.9375,12758.1984200857
21765,1913,CA,USF,LPF, ,00000000,,,9,,1,588.2178,,,,00000038,,1910,3585383.171875,7663.6224777014
21766,1913,CA,USF,LPF, ,00000000,,,14,,1,73.8729,,,,00000013,,1910,449723.90625,2430.02370451719
21767,1913,CA,USF,TNF, ,00000000,,,14,,1,366.2435, ,,,00000002,,1910,2471517.3046875,9406.78605411734
21768,1913,CA,USF,LPF, ,00000000,,,14,,1,40.68901,,,,00000999,,1910,247951.41796875,1945.99127446289
21769,1913,CA,USF,LPF, ,00000000,,,14,,1,11767.64,,,,00000999,,1910,73767113.03125,38618.8950304137
21770,1913,CA,USF,LPF, ,00000000,,,14,,1,314.7786,,,,00000999,,1910,1940134.5234375,5168.07823945702
21771,1913,CA,USF,LPF, ,00000000,,,14,,1,140.398,,,,00000999,,1910,858031.8125,3623.87923224289
21772,1913,CA,USF,LPF, ,00000000,,,14,,1,1304.46,,,,00000047,,1910,7834725.97265625,11755.4003441701
21773,1913,CA,USF,ANF, ,00000000,,,14,,1,570.7131,"S.Imsand,Baldy,2N 9W-21,bet.Burro&Susanna Cyns- AFA 1906-30 Cum+T maps 1:126720",,,00000000,,1910,3388207.2734375,7534.77267441426
21774,1913,CA,USF,ANF, ,00000000,,,14,,1,10284.98,"S.Imsand,Saugus,4,5N17W,Oil Cyn Oil Field,Holser Cyn-ADD-ON-AFA 1911-1930 Saugu*",,,00000000,,1910,61383017.1445312,38021.4255026262
21775,1913,CA,USF,LPF, ,00000000,,,14,,1,276.357,,,,00000204,,1910,1656927.66015625,5592.18623440001
21776,1913,CA,USF,LPF, ,00000000,,,14,,1,426.7743,,,,00000203,,1910,2579397.390625,6065.97092889756
21777,1913,CA,USF,LPF, ,00000000,,,14,,1,581.1383,,,,00000005,,1910,3477775.8671875,7095.49862963733
21778,1913,CA,USF,LPF, ,00000000,,,14,,1,352.9619,,,,00000003,,1910,2111586.14453125,5562.30912472499
21779,1913,CA,CCO,VNC,RINCON CREEK,00000000,1913/10/01 00:00:00+00,,14,,1,1759.69,,,,00000000,,1910,10490933.78125,16804.0301452015
21780,1913,CA,USF,STF, ,,,,14,8,1,58.40434,20090305,,,00000048,,1910,382472.328125,2306.68674049386
21781,1913,CA,USF,LPF, ,00000000,,,14,,1,129.8998,,,,00000205,,1910,774744.32421875,3181.23750862996
21782,1913,CA,USF,LPF, ,00000000,,,14,,1,141.4647,,,,00000049,,1910,845427.41796875,3369.36855569123
21783,1913,CA,USF,STF, ,,,,14,8,1,340.9684,20090305,,,00000280,,1910,2226938.05859375,5596.18718651146
21784,1913,CA,USF,STF, ,,,,14,8,1,287.482,20090305,,,00000575,,1910,1860182.62109375,8675.08103538507
21785,1913,CA,USF,STF, ,,,,14,8,1,163.3936,20090305,,,00000049,,1910,1070088.20703125,5212.01561054818
21786,1913,CA,USF,STF, ,,,,14,8,1,127.8856,20090305,,,00000067,,1910,836336.5546875,3533.49173301848
21787,1913,CA,USF,STF, ,,,,14,8,1,171.3934,20090305,,,00000139,,1910,1114597.79296875,4276.12976306505
21788,1913,CA,USF,STF, ,,,,14,8,1,98.73739,20090305,,,00000141,,1910,642183.88671875,3919.45295466142
21789,1913,CA,USF,STF, ,,,,14,8,1,906.5845,20090305,,,00000146,,1910,5894486.796875,9476.26025512754
21790,1913,CA,USF,STF, ,,,,14,8,1,2412.013,20090305,,,00000175,,1910,15669498.421875,18460.9836164541
21791,1913,CA,USF,STF, ,,,,14,8,1,170.6787,20090305,,,00000278,,1910,1115972.515625,4009.03050688336
21792,1913,CA,USF,STF, ,,,,14,8,1,136.6626,20090305,,,00000600,,1910,884067.95703125,3715.90172321686
21793,1913,CA,USF,STF, ,,,,14,8,1,148.536,20090305,,,00000651,,1910,960901.16796875,4089.09899107003
21794,1913,CA,USF,ANF, ,00000000,1913/09/13 00:00:00+00,,14,,1,7016.843,,,,,,1910,41686638.25,29675.9148390698
21795,1912,CA,USF,SQF, ,00000000,,,9,,1,5379.059,,,,00000013,,1910,34063915.7460938,29003.9905511618
21796,1912,CA,USF,SQF, ,00000000,,,1,,1,1369.545,,,,00000004,,1910,8531077.8671875,14718.544991701
21797,1912,CA,USF,CNF, ,00000000,,,9,,1,53.63114,,,,00000038,,1910,310419.5859375,2406.65927383069
21798,1912,CA,USF,CNF, ,00000000,,,9,,1,70.43073,,,,00000046,,1910,407153.58984375,2850.27951682744
21799,1912,CA,USF,CNF, ,00000000,,,9,,1,6928.84,,,,00000044,,1910,39699168.2773438,42034.9095006115
21800,1912,CA,USF,CNF, ,00000000,,,9,,1,112.4428,,,,00000042,,1910,644004.50390625,3109.65593808091
21801,1912,CA,USF,CNF, ,00000000,,,14,,1,2554.168,,,,00000040,,1910,14601708.4453125,21978.6055289519
21802,1912,CA,USF,CNF, ,00000000,,,14,,1,38.61551,,,,00000043,,1910,220599.41796875,2141.46903153169
21803,1912,CA,USF,MDF, ,00000000,,,9,,1,28.28045,,,,00000021,,1910,203418.921875,2017.6127785854
21804,1912,CA,USF,SRF, ,00000000,1912/07/29 00:00:00+00,,14,,1,2.489538,,,,00400762,,1910,17297.48828125,466.820266472917
21805,1912,CA,USF,BDF, ,00000000,,,14,,1,306.1525,,,,00000000,,1910,1816694.6484375,7341.86940409684
21806,1912,CA,USF,BDF, ,00000000,,,14,,1,147.2694,,,,00000000,,1910,873905.28125,3715.05065787393
21807,1912,CA,USF,BDF, ,00000000,,,14,,1,275.7528,,,,00000000,,1910,1634030.6875,4724.14207980943
21808,1912,CA,USF,BDF, ,00000000,,,14,,1,66.00098,,,,00000000,,1910,390965.60546875,2842.82857066132
21809,1912,CA,USF,BDF, ,00000000,,,14,,1,39.28362,,,,00000000,,1910,232675.63671875,1958.93898183488
